date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:07:22	75632/75632	---MCZ	200	added ('OK')	text/css	etag:W/%2263b952f4-12770%22	https://htmldemo.net/presiden/presiden/assets/css/animate.css	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/css/animate.css	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:22	21338/21338	---MCZ	200	added ('OK')	text/css	etag:W/%2263b952fa-535a%22	https://htmldemo.net/presiden/presiden/assets/css/jquery-ui.min.css	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/css/jquery-ui.min.css	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:23	2557/2557	---MCZ	200	added ('OK')	text/css	etag:W/%2263b95301-9fd%22	https://htmldemo.net/presiden/presiden/assets/css/slinky.menu.css	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/css/slinky.menu.css	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:24	3282/3282	---MCZ	200	added ('OK')	text/css	etag:W/%2263b952fe-cd2%22	https://htmldemo.net/presiden/presiden/assets/css/plugins.css	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/css/plugins.css	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:25	8604/8604	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263b9551a-219c%22	https://htmldemo.net/presiden/presiden/assets/js/vendor/modernizr-3.7.1.min.js	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/js/vendor/modernizr-3.7.1.min.js	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:25	294748/294748	---MCZ	200	added ('OK')	text/css	etag:W/%2263b95303-47f5c%22	https://htmldemo.net/presiden/presiden/assets/css/style.css	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/css/style.css	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:25	393/393	---MC-	200	added ('OK')	image/png	date:Wed,%2022%20Nov%202023%2015:07:25%20GMT	https://htmldemo.net/presiden/presiden/assets/img/icon/icon-search.png	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/icon/icon-search.png	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:25	240/240	---MC-	200	added ('OK')	image/png	date:Wed,%2022%20Nov%202023%2015:07:26%20GMT	https://htmldemo.net/presiden/presiden/assets/img/icon/icon-account.png	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/icon/icon-account.png	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:25	51205/51205	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952dc-c805%22	https://htmldemo.net/presiden/presiden/my-account.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/my-account.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:26	47017/47017	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952b6-b7a9%22	https://htmldemo.net/presiden/presiden/cart.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/cart.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:26	58476/58476	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952b6-e46c%22	https://htmldemo.net/presiden/presiden/checkout.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/checkout.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:26	699/699	---MC-	200	added ('OK')	image/png	date:Wed,%2022%20Nov%202023%2015:07:26%20GMT	https://htmldemo.net/presiden/presiden/assets/img/icon/language.png	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/icon/language.png	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:29	545/545	---MC-	200	added ('OK')	image/png	date:Wed,%2022%20Nov%202023%2015:07:27%20GMT	https://htmldemo.net/presiden/presiden/assets/img/icon/language2.png	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/icon/language2.png	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:29	397/397	---MC-	200	added ('OK')	image/png	date:Wed,%2022%20Nov%202023%2015:07:29%20GMT	https://htmldemo.net/presiden/presiden/assets/img/icon/icon-cart.png	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/icon/icon-cart.png	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:29	1841/1841	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:29%20GMT	https://htmldemo.net/presiden/presiden/assets/img/s-product/product.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/s-product/product.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:30	1737/1737	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:30%20GMT	https://htmldemo.net/presiden/presiden/assets/img/s-product/product2.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/s-product/product2.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:30	295133/295133	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952c3-480dd%22	https://htmldemo.net/presiden/presiden/index-2.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/index-2.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:30	197646/197646	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952c5-3040e%22	https://htmldemo.net/presiden/presiden/index-3.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/index-3.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:30	196392/196392	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952c7-2ff28%22	https://htmldemo.net/presiden/presiden/index-4.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/index-4.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:31	214073/214073	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952ca-34439%22	https://htmldemo.net/presiden/presiden/index-5.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/index-5.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:31	227680/227680	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952d0-37960%22	https://htmldemo.net/presiden/presiden/index-7.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/index-7.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:31	186422/186422	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952cc-2d836%22	https://htmldemo.net/presiden/presiden/index-6.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/index-6.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:32	251148/251148	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952d5-3d50c%22	https://htmldemo.net/presiden/presiden/index-9.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/index-9.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:33	222959/222959	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952d9-366ef%22	https://htmldemo.net/presiden/presiden/index-8.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/index-8.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:34	295222/295222	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952c1-48136%22	https://htmldemo.net/presiden/presiden/index-10.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/index-10.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:34	126611/126611	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952eb-1ee93%22	https://htmldemo.net/presiden/presiden/shop.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/shop.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:35	112437/112437	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952e5-1b735%22	https://htmldemo.net/presiden/presiden/shop-fullwidth.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/shop-fullwidth.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:36	112230/112230	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952e5-1b666%22	https://htmldemo.net/presiden/presiden/shop-fullwidth-list.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/shop-fullwidth-list.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:36	126610/126610	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952eb-1ee92%22	https://htmldemo.net/presiden/presiden/shop-right-sidebar.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/shop-right-sidebar.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:37	126410/126410	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952e8-1edca%22	https://htmldemo.net/presiden/presiden/shop-right-sidebar-list.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/shop-right-sidebar-list.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:37	45549/45549	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952ee-b1ed%22	https://htmldemo.net/presiden/presiden/wishlist.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/wishlist.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:37	41513/41513	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952ae-a229%22	https://htmldemo.net/presiden/presiden/404.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/404.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:37	102983/102983	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952df-19247%22	https://htmldemo.net/presiden/presiden/product-details.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/product-details.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:37	126410/126410	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952e8-1edca%22	https://htmldemo.net/presiden/presiden/shop-list.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/shop-list.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:39	85107/85107	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952df-14c73%22	https://htmldemo.net/presiden/presiden/product-grouped.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/product-grouped.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:39	124253/124253	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952e2-1e55d%22	https://htmldemo.net/presiden/presiden/product-sidebar.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/product-sidebar.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:39	104094/104094	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952ee-1969e%22	https://htmldemo.net/presiden/presiden/variable-product.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/variable-product.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:40	56990/56990	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952b3-de9e%22	https://htmldemo.net/presiden/presiden/blog.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/blog.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:40	62268/62268	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952b0-f33c%22	https://htmldemo.net/presiden/presiden/blog-details.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/blog-details.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:40	58488/58488	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952b1-e478%22	https://htmldemo.net/presiden/presiden/blog-fullwidth.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/blog-fullwidth.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:41	48320/48320	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952ad-bcc0%22	https://htmldemo.net/presiden/presiden/about.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/about.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:41	57031/57031	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952b3-dec7%22	https://htmldemo.net/presiden/presiden/blog-sidebar.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/blog-sidebar.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:42	54218/54218	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952e2-d3ca%22	https://htmldemo.net/presiden/presiden/services.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/services.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:42	51062/51062	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952be-c776%22	https://htmldemo.net/presiden/presiden/faq.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/faq.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:42	44197/44197	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952bc-aca5%22	https://htmldemo.net/presiden/presiden/contact.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/contact.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:42	43557/43557	---MCZ	200	added ('OK')	text/html	etag:W/%2263b952dc-aa25%22	https://htmldemo.net/presiden/presiden/login.html	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/login.html	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:43	9916/9916	---MC-	200	added ('OK')	image/png	date:Wed,%2022%20Nov%202023%2015:07:43%20GMT	https://htmldemo.net/presiden/presiden/assets/img/logo/logo.png	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/logo/logo.png	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:43	151806/151806	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:43%20GMT	https://htmldemo.net/presiden/presiden/assets/img/slider/slider1.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/slider/slider1.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:44	132722/132722	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:43%20GMT	https://htmldemo.net/presiden/presiden/assets/img/slider/slider2.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/slider/slider2.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:45	34892/34892	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:45%20GMT	https://htmldemo.net/presiden/presiden/assets/img/bg/banner1.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/bg/banner1.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:45	17079/17079	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:45%20GMT	https://htmldemo.net/presiden/presiden/assets/img/bg/banner2.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/bg/banner2.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:45	8801/8801	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:45%20GMT	https://htmldemo.net/presiden/presiden/assets/img/bg/banner3.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/bg/banner3.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:46	7439/7439	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:46%20GMT	https://htmldemo.net/presiden/presiden/assets/img/bg/banner4.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/bg/banner4.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:46	52827/52827	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:46%20GMT	https://htmldemo.net/presiden/presiden/assets/img/product/product1.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/product/product1.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:47	103650/103650	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:47%20GMT	https://htmldemo.net/presiden/presiden/assets/img/product/product2.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/product/product2.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:47	84221/84221	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:47%20GMT	https://htmldemo.net/presiden/presiden/assets/img/product/product3.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/product/product3.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:47	94116/94116	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:47%20GMT	https://htmldemo.net/presiden/presiden/assets/img/product/product4.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/product/product4.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:48	56630/56630	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:48%20GMT	https://htmldemo.net/presiden/presiden/assets/img/product/product5.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/product/product5.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:48	68039/68039	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:48%20GMT	https://htmldemo.net/presiden/presiden/assets/img/product/product6.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/product/product6.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:50	59511/59511	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:49%20GMT	https://htmldemo.net/presiden/presiden/assets/img/product/product7.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/product/product7.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:51	49596/49596	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:50%20GMT	https://htmldemo.net/presiden/presiden/assets/img/product/product8.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/product/product8.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:52	63579/63579	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:51%20GMT	https://htmldemo.net/presiden/presiden/assets/img/product/product9.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/product/product9.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:52	48543/48543	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:53%20GMT	https://htmldemo.net/presiden/presiden/assets/img/product/product11.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/product/product11.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:53	96778/96778	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:52%20GMT	https://htmldemo.net/presiden/presiden/assets/img/product/product10.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/product/product10.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:53	84221/84221	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:53%20GMT	https://htmldemo.net/presiden/presiden/assets/img/product/product12.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/product/product12.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:53	36967/36967	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:53%20GMT	https://htmldemo.net/presiden/presiden/assets/img/bg/banner5.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/bg/banner5.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:54	26111/26111	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:54%20GMT	https://htmldemo.net/presiden/presiden/assets/img/blog/blog1.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/blog/blog1.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:55	27731/27731	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:55%20GMT	https://htmldemo.net/presiden/presiden/assets/img/blog/blog2.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/blog/blog2.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:55	31770/31770	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:55%20GMT	https://htmldemo.net/presiden/presiden/assets/img/blog/blog3.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/blog/blog3.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:55	2812/2812	---MC-	200	added ('OK')	image/png	date:Wed,%2022%20Nov%202023%2015:07:56%20GMT	https://htmldemo.net/presiden/presiden/assets/img/brand/brand1.png	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/brand/brand1.png	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:56	3335/3335	---MC-	200	added ('OK')	image/png	date:Wed,%2022%20Nov%202023%2015:07:56%20GMT	https://htmldemo.net/presiden/presiden/assets/img/brand/brand2.png	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/brand/brand2.png	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:56	3310/3310	---MC-	200	added ('OK')	image/png	date:Wed,%2022%20Nov%202023%2015:07:56%20GMT	https://htmldemo.net/presiden/presiden/assets/img/brand/brand3.png	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/brand/brand3.png	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:56	3431/3431	---MC-	200	added ('OK')	image/png	date:Wed,%2022%20Nov%202023%2015:07:56%20GMT	https://htmldemo.net/presiden/presiden/assets/img/brand/brand4.png	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/brand/brand4.png	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:56	2269/2269	---MC-	200	added ('OK')	image/png	date:Wed,%2022%20Nov%202023%2015:07:57%20GMT	https://htmldemo.net/presiden/presiden/assets/img/brand/brand5.png	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/brand/brand5.png	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:57	6452/6452	---MC-	200	added ('OK')	image/png	date:Wed,%2022%20Nov%202023%2015:07:57%20GMT	https://htmldemo.net/presiden/presiden/assets/img/logo/logo2.png	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/logo/logo2.png	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:57	816/816	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:57%20GMT	https://htmldemo.net/presiden/presiden/assets/img/icon/paypal.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/icon/paypal.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:58	623/623	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:58%20GMT	https://htmldemo.net/presiden/presiden/assets/img/icon/paypal1.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/icon/paypal1.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:58	888/888	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:58%20GMT	https://htmldemo.net/presiden/presiden/assets/img/icon/paypal2.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/icon/paypal2.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
22:07:58	695/695	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Nov%202023%2015:07:59%20GMT	https://htmldemo.net/presiden/presiden/assets/img/icon/paypal3.jpg	C:/My%20Web%20Sites/fashion4/htmldemo.net/presiden/presiden/assets/img/icon/paypal3.jpg	(from https://htmldemo.net/presiden/presiden/index.html)
